,ISBN,bookAuthor,author_gender,birthplace
110077,786884460,Jennifer Niven,male,   United States  
110082,786865296,Jennifer Niven,male,   United States  
110087,786868635,Jennifer Niven,male,   United States  
110092,8466601856,Christopher Fowler,male, United Kingdom    
110093,345357019,Christopher Fowler,male, United Kingdom    
110094,1852426861,Christopher Fowler,male, United Kingdom    
110095,1852425970,Christopher Fowler,male, United Kingdom    
110096,751516643,Christopher Fowler,male, United Kingdom    
110097,751514314,Christopher Fowler,male, United Kingdom    
110098,751506990,Christopher Fowler,male, United Kingdom    
110099,751523925,Christopher Fowler,male, United Kingdom    
110100,751507660,Christopher Fowler,male, United Kingdom    
110101,751525596,Christopher Fowler,male, United Kingdom    
110102,451452933,Christopher Fowler,male, United Kingdom    
110103,2846260427,Christopher Fowler,male, United Kingdom    
110104,751516635,Christopher Fowler,male, United Kingdom    
110105,380701006,Herman Wouk,male, United States    
110113,316955191,Herman Wouk,male, United States    
110117,316954993,Herman Wouk,male, United States    
110125,671463195,Herman Wouk,male, United States    
110129,316952664,Herman Wouk,male, United States    
110133,671463144,Herman Wouk,male, United States    
110141,671816381,Herman Wouk,male, United States    
110145,316955019,Herman Wouk,male, United States    
110153,316955132,Herman Wouk,male, United States    
110157,316955124,Herman Wouk,male, United States    
110161,316954411,Herman Wouk,male, United States    
110165,316955108,Herman Wouk,male, United States    
110169,671672886,Herman Wouk,male, United States    
110173,671605445,Herman Wouk,male, United States    
110177,671634720,Herman Wouk,male, United States    
110185,316955078,Herman Wouk,male, United States    
110189,60196084,Herman Wouk,male, United States    
110197,671454722,Herman Wouk,male, United States    
110201,895774143,Herman Wouk,male, United States    
110205,671672878,Herman Wouk,male, United States    
110209,316955116,Herman Wouk,male, United States    
110213,038504285X,Herman Wouk,male, United States    
110217,60955627,Herman Wouk,male, United States    
110221,316955175,Herman Wouk,male, United States    
110225,671670239,Herman Wouk,male, United States    
110229,785799419,Herman Wouk,male, United States    
110233,671504398,Victor Hugo,male,France    
110238,553210327,Victor Hugo,male,France    
110243,140444300,Victor Hugo,male,France    
110248,2266085778,Victor Hugo,male,France    
110253,451525264,Victor Hugo,male,France    
110258,451522222,Victor Hugo,male,France    
110263,2253905879,Victor Hugo,male,France    
110268,1853260681,Victor Hugo,male,France    
110273,2253050067,Victor Hugo,male,France    
110278,1570821739,Victor Hugo,male,France    
110283,451521579,Victor Hugo,male,France    
110288,2070422526,Victor Hugo,male,France    
110293,2253160784,Victor Hugo,male,France    
110298,2253005037,Victor Hugo,male,France    
110303,140622918,Victor Hugo,male,France    
110308,451527887,Victor Hugo,male,France    
110313,812563123,Victor Hugo,male,France    
110318,1593080476,Victor Hugo,male,France    
110323,2070418235,Victor Hugo,male,France    
110328,140443533,Victor Hugo,male,France    
110333,2038717192,Victor Hugo,male,France    
110338,849916879,Victor Hugo,male,France    
110343,451516834,Victor Hugo,male,France    
110348,2290314781,Victor Hugo,male,France    
110353,375761322,Victor Hugo,male,France    
110358,553212249,Victor Hugo,male,France    
110363,789414910,Victor Hugo,male,France    
110368,1558000364,Victor Hugo,male,France    
110373,2070320502,Victor Hugo,male,France    
110378,014026020X,Victor Hugo,male,France    
110383,486285642,Victor Hugo,male,France    
110388,2877142965,Victor Hugo,male,France    
110393,1889439312,Victor Hugo,male,France    
110398,140382534,Victor Hugo,male,France    
110403,1566199158,Victor Hugo,male,France    
110408,440226759,Victor Hugo,male,France    
110413,2070409988,Victor Hugo,male,France    
110418,861366026,Victor Hugo,male,France    
110423,531300552,Victor Hugo,male,France    
110428,2842050959,Victor Hugo,male,France    
110433,2070369196,Victor Hugo,male,France    
110438,582534941,Victor Hugo,male,France    
110443,590938088,Victor Hugo,male,France    
110448,3404142675,Victor Hugo,male,France    
110453,1561386022,Victor Hugo,male,France    
110458,446606715,Peter F. Hamilton,male, United Kingdom  
110462,446527084,Peter F. Hamilton,male, United Kingdom  
110466,446605158,Peter F. Hamilton,male, United Kingdom  
110470,812555244,Peter F. Hamilton,male, United Kingdom  
110474,3404232402,Peter F. Hamilton,male, United Kingdom  
110478,446525677,Peter F. Hamilton,male, United Kingdom  
110482,330323768,Peter F. Hamilton,male, United Kingdom  
110486,446605174,Peter F. Hamilton,male, United Kingdom  
110490,446605166,Peter F. Hamilton,male, United Kingdom  
110494,446610275,Peter F. Hamilton,male, United Kingdom  
110498,3404232542,Peter F. Hamilton,male, United Kingdom  
110502,812577698,Peter F. Hamilton,male, United Kingdom  
110506,812590562,Peter F. Hamilton,male, United Kingdom  
110510,446608971,Peter F. Hamilton,male, United Kingdom  
110514,1568655010,Peter F. Hamilton,male, United Kingdom  
110518,333900693,Peter F. Hamilton,male, United Kingdom  
110522,340423233X,Peter F. Hamilton,male, United Kingdom  
110526,3404232348,Peter F. Hamilton,male, United Kingdom  
110530,333900707,Peter F. Hamilton,male, United Kingdom  
110534,812522400,David Drake,male, United States    
110536,812513401,David Drake,male, United States    
110538,812536169,David Drake,male, United States    
110540,671577905,David Drake,male, United States    
110542,671577875,David Drake,male, United States    
110544,1857985915,David Drake,male, United States    
110546,812564944,David Drake,male, United States    
110548,812564936,David Drake,male, United States    
110550,044100329X,David Drake,male, United States    
110552,446610895,David Drake,male, United States    
110554,067165568X,David Drake,male, United States    
110556,812536185,David Drake,male, United States    
110558,031286468X,David Drake,male, United States    
110560,067187697X,David Drake,male, United States    
110562,312853963,David Drake,male, United States    
110564,671721216,David Drake,male, United States    
110566,671720848,David Drake,male, United States    
110568,671877895,David Drake,male, United States    
110570,812536207,David Drake,male, United States    
110572,074347158X,David Drake,male, United States    
110574,671877534,David Drake,male, United States    
110576,441316026,David Drake,male, United States    
110578,441003265,David Drake,male, United States    
110580,671318330,David Drake,male, United States    
110582,671878816,David Drake,male, United States    
110584,671876325,David Drake,male, United States    
110586,671698370,David Drake,male, United States    
110588,671877941,David Drake,male, United States    
110590,812590848,David Drake,male, United States    
110592,067187733X,David Drake,male, United States    
110594,441441165,David Drake,male, United States    
110596,671559788,David Drake,male, United States    
110598,044136375X,David Drake,male, United States    
110600,671656325,David Drake,male, United States    
110602,671577735,David Drake,male, United States    
110604,671578189,David Drake,male, United States    
110606,312864698,David Drake,male, United States    
110608,671655930,David Drake,male, United States    
110610,671578863,David Drake,male, United States    
110612,671653555,David Drake,male, United States    
110614,441001793,David Drake,male, United States    
110616,441848303,David Drake,male, United States    
110618,671698478,David Drake,male, United States    
110620,671578219,David Drake,male, United States    
110622,1587880008,David Drake,male, United States    
110624,812501985,David Drake,male, United States    
110626,074348830X,David Drake,male, United States    
110628,140191550,Mircea Eliade,male,Romania    
110629,664243916,Mircea Eliade,male,Romania    
110630,691017794,Mircea Eliade,male,Romania    
110632,2070324540,Mircea Eliade,male,Romania    
110633,015679201X,Mircea Eliade,male,Romania    
110634,226204006,Mircea Eliade,male,Romania    
110635,140009930,John Wyndham,male, United Kingdom    
110639,2207301656,John Wyndham,male, United Kingdom    
110643,345328175,John Wyndham,male, United Kingdom    
110647,340173262,John Wyndham,male, United Kingdom    
110651,089968386X,John Wyndham,male, United Kingdom    
110655,786700416,John Wyndham,male, United Kingdom    
110659,014118146X,John Wyndham,male, United Kingdom    
110663,908311478,John Wyndham,male, United Kingdom    
110667,812967127,John Wyndham,male, United Kingdom    
110671,340173068,John Wyndham,male, United Kingdom    
110675,718102126,John Wyndham,male, United Kingdom    
110679,718103629,John Wyndham,male, United Kingdom    
110683,745163769,John Wyndham,male, United Kingdom    
110687,718111982,John Wyndham,male, United Kingdom    
110691,140864237,John Wyndham,male, United Kingdom    
110695,140442073,Friedrich Nietzsche,male,Germany    
110698,8484036308,Friedrich Nietzsche,male,Germany    
110701,2070324303,Friedrich Nietzsche,male,Germany    
110704,225306386X,Friedrich Nietzsche,male,Germany    
110707,140150625,Friedrich Nietzsche,male,Germany    
110710,8484034003,Friedrich Nietzsche,male,Germany    
110713,1884365205,Friedrich Nietzsche,male,Germany    
110716,895267101,Friedrich Nietzsche,male,Germany    
110719,679724656,Friedrich Nietzsche,male,Germany    
110722,140441182,Friedrich Nietzsche,male,Germany    
110728,679724621,Friedrich Nietzsche,male,Germany    
110731,486285154,Friedrich Nietzsche,male,Germany    
110734,3442075262,Friedrich Nietzsche,male,Germany    
110737,8420633194,Friedrich Nietzsche,male,Germany    
110740,486406636,Friedrich Nietzsche,male,Germany    
110743,679783393,Friedrich Nietzsche,male,Germany    
110746,2253006750,Friedrich Nietzsche,male,Germany    
110749,2253056146,Friedrich Nietzsche,male,Germany    
110755,3257227418,Friedrich Nietzsche,male,Germany    
110758,8420633224,Friedrich Nietzsche,male,Germany    
110761,1853267767,Friedrich Nietzsche,male,Germany    
110764,140445153,Friedrich Nietzsche,male,Germany    
110767,8420615072,Friedrich Nietzsche,male,Germany    
110770,185799583X,Friedrich Nietzsche,male,Germany    
110773,140442677,Friedrich Nietzsche,male,Germany    
110776,848971584X,Friedrich Nietzsche,male,Germany    
110779,8420633941,Friedrich Nietzsche,male,Germany    
110782,019283617X,Friedrich Nietzsche,male,Germany    
110785,696204800,Better Homes and Gardens,male,  
110786,696214563,Better Homes and Gardens,male,  
110787,553562916,Better Homes and Gardens,male,  
110788,696013908,Better Homes and Gardens,male,  
110789,696010976,Better Homes and Gardens,male,  
110790,696000121,Better Homes and Gardens,male,  
110791,696017288,Better Homes and Gardens,male,  
110792,553261142,Better Homes and Gardens,male,  
110793,696000113,Better Homes and Gardens,male,  
110794,696025701,Better Homes and Gardens,male,  
110795,696202220,Better Homes and Gardens,male,  
110796,696000342,Better Homes and Gardens,male,  
110797,696025574,Better Homes and Gardens,male,  
110798,553232967,Better Homes and Gardens,male,  
110799,696010453,Better Homes and Gardens,male,  
110800,696008912,Better Homes and Gardens,male,  
110801,696000792,Better Homes and Gardens,male,  
110802,696014157,Better Homes and Gardens,male,  
110803,696008556,Better Homes and Gardens,male,  
110804,696011050,Better Homes and Gardens,male,  
110805,696008254,Better Homes and Gardens,male,  
110806,696013258,Better Homes and Gardens,male,  
110807,069620682X,Better Homes and Gardens,male,  
110808,069620780X,Better Homes and Gardens,male,  
110809,696010151,Better Homes and Gardens,male,  
110810,696016109,Better Homes and Gardens,male,  
110811,696007800,Better Homes and Gardens,male,  
110812,696007452,Better Homes and Gardens,male,  
110813,696000598,Better Homes and Gardens,male,  
110814,696001551,Better Homes and Gardens,male,  
110815,069601775X,Better Homes and Gardens,male,  
110816,696018810,Better Homes and Gardens,male,  
110817,696019051,Better Homes and Gardens,male,  
110818,696019795,Better Homes and Gardens,male,  
110819,696012006,Better Homes and Gardens,male,  
110820,696019205,Better Homes and Gardens,male,  
110821,696012251,Better Homes and Gardens,male,  
110822,553267663,Better Homes and Gardens,male,  
110823,696200406,Better Homes and Gardens,male,  
110824,069621265X,Better Homes and Gardens,male,  
110825,696011255,Better Homes and Gardens,male,  
110826,696200953,Better Homes and Gardens,male,  
110827,696019922,Better Homes and Gardens,male,  
110828,696213508,Better Homes and Gardens,male,  
110829,696214318,Better Homes and Gardens,male,  
110830,069601145X,Better Homes and Gardens,male,  
110831,696019760,Better Homes and Gardens,male,  
