,ISBN,bookTitle,book_average_rating
108161,8472235939,Perfiles/Side Effects,3.99
108162,3257208227,Der Stadtneurotiker. Drehbuch von Woody Allen und Marshall Brickman.,3.99
108163,330491989,The Complete Prose (Picador Thirty),3.99
108164,8472232832,Cuentos Sin Plumas (Andanzas),3.99
108165,394712293,Four Films of Woody Allen,3.99
108166,688156819,The Melancholy Death of Oyster Boy : and Other Stories,4.13
108167,2264027681,La Triste Fin du petit Enfant HuÃ?Â®tre et Autres histoires,4.13
108168,1562824112,The Nightmare Before Christmas,4.13
108169,1562827758,Tim Burton's Nightmare Before Christmas: An Animated Flip Book,4.13
108170,2264028149,Triste Fin Du Petit,4.13
108171,453031323,Tim Burton's Nightmare Before Christmas: A Pop-Up Book,4.13
108172,679723226,Double Indemnity (Vintage Crime/Black Lizard),3.8
108175,679723250,The Postman Always Rings Twice (Vintage Crime/Black Lizard),3.8
108178,877956510,Past All Dishonor (Arbor House library of contemporary Americana),3.8
108181,330291130,The Five Great Novels of James M. Cain (Picador),3.8
108184,3442058597,Im Dunkel jener Nacht. Roman.,3.8
108187,394750527,The Butterfly,3.8
108190,394725859,Serenade,3.8
108193,2070426726,Faux en Ã?Â©criture,3.8
108196,2070414175,Assurance sur la mort,3.8
108199,679723218,Mildred Pierce (Vintage Crime),3.8
108202,671027638,The Fuck Up,3.58
108203,60548827,Chinese Takeout : A Novel,3.58
108204,3802528212,Hundewiese.,3.58
108205,671775421,Dogrun,3.58
108206,1888451033,The Fuck-Up,3.58
108207,3453210891,f-train blues.,3.58
108208,3203805170,F- Train Blues.,3.58
108209,385497091,Thumbsucker,2.86
108210,385722370,Up in the Air,2.86
108211,067178093X,She Needed Me,2.86
108212,671798553,NEVERMORE,3.94
108213,743483359,Bestial : The Savage Trail of a True American Monster,3.94
108214,671690302,DEPRAVED,3.94
108215,671020749,The A-Z Encyclopedia of Serial Killers (Pocket Books True Crime),3.94
108216,671732196,BESTIAL: THE SAVAGE TRAIL OF A TRUE AMERICAN MONSTER,3.94
108217,671537911,The A-Z ENCYCLOPEDIA OF SERIAL KILLERS,3.94
108218,671014501,Fatal : The Poisonous Life of a Female Serial Killer,3.94
108219,671678752,Deranged,3.94
108220,671041150,The Hum Bug,3.94
108221,671798561,Nevermore,3.94
108222,671739158,DEVIANT,3.94
108223,067101448X,Fiend : The Shocking True Story Of Americas Youngest Serial Killer,3.94
108224,515134449,The Laughing Corpse (Anita Blake Vampire Hunter (Paperback)),4.16
108229,441304834,Guilty Pleasures (Anita Blake Vampire Hunter (Paperback)),4.16
108234,425181685,Narcissus in Chains (Anita Blake Vampire Hunter (Hardcover)),4.16
108239,441001971,Circus of the Damned (Anita Blake Vampire Hunter (Paperback)),4.16
108244,515134511,The Killing Dance (Anita Blake Vampire Hunter (Paperback)),4.16
108249,515133876,Narcissus in Chains (Anita Blake Vampire Hunter (Paperback)),4.16
108254,515134503,Obsidian Butterfly (Anita Blake Vampire Hunter (Paperback)),4.16
108259,515134457,Blue Moon,4.16
108264,515134473,Burnt Offerings (Anita Blake Vampire Hunter (Paperback)),4.16
108269,515134465,Bloody Bones (Anita Blake Vampire Hunter (Paperback)),4.16
108274,051513452X,The Lunatic Cafe (Anita Blake Vampire Hunter (Paperback)),4.16
108279,515134481,Circus of the Damned (Anita Blake Vampire Hunter (Paperback)),4.16
108284,051513449X,Guilty Pleasures (Anita Blake Vampire Hunter (Paperback)),4.16
108289,451451430,Nightseer,4.16
108294,441002935,The Lunatic Cafe (Anita Blake Vampire Hunter (Paperback)),4.16
108299,441000916,The Laughing Corpse (Anita Blake Vampire Hunter (Paperback)),4.16
108304,441007813,Obsidian Butterfly,4.16
108309,441005748,Blue Moon (Anita Blake Vampire Hunter),4.16
108314,441004520,Killing Dance (Anita Blake Vampire Hunter (Paperback)),4.16
108319,441003745,Bloody Bones (Anita Blake Vampire Hunter (Paperback)),4.16
108324,051513449x,Guilty Pleasures (Anita Blake Vampire Hunter (Paperback)),4.16
108329,441006841,Obsidian Butterfly,4.16
108334,515138150,Cravings,4.16
108339,515136816,Cerulean Sins,4.16
108344,2266121758,Le Cirque des damnÃ?Â©s,4.16
108349,1568655290,Club Vampyre,4.16
108354,042518756X,Guilty Pleasures (Anita Blake Vampire Hunter (Hardcover)),4.16
108359,3442356911,Schattenkuss.,4.16
108364,1590862082,Narcissus in Chains (Nova Audio Books),4.16
108369,425198243,Incubus Dreams (Anita Blake Vampire Hunter),4.16
108374,618134786,The Best American Science and Nature Writing 2002 (The Best American (TM)),4.14
108375,385498411,Woman: An Intimate Geography,4.14
108376,2266108751,Femme !,4.14
108377,395691303,Woman: An Intimate Geography,4.14
108378,395718163,The Beauty of the Beastly: New Views on the Nature of Life,4.14
108379,312135653,A Monstrous Regiment of Women,4.17
108385,553574582,With Child,4.17
108391,312169345,The Moor: A Mary Russell Novel,4.17
108397,553581112,Justice Hall: A Mary Russell Novel (Mary Russell Novels (Paperback)),4.17
108403,553578243,A Darker Place,4.17
108409,312119070,To Play the Fool,4.17
108415,553578251,Night Work: A Kate Martinelli Mystery (Kate Martinelli Mysteries),4.17
108421,553574558,To Play the Fool,4.17
108427,553111035,Folly,4.17
108433,3499234785,Die Farbe des Todes. Sonderausgabe.,4.17
108439,553573993,A Grave Talent,4.17
108445,B00008R0WT,Keeping Watch,4.17
108451,3499229226,Wer Rache schwÃ?Â¶rt.,4.17
108457,312104235,The Beekeeper's Apprentice : A Novel,4.17
108463,312146701,A Letter of Mary: A Mary Russell Novel,4.17
108469,349922206X,Geh mit keinem Fremden.,4.17
108475,553107119,A Darker Place,4.17
108481,037575895X,Cicero: The Life and Times of Rome's Greatest Politician,3.97
108483,375507469,Cicero: The Life and Times of Rome's Greatest Politician,3.97
108485,014011906X,Fire on the Mountain,3.67
108486,2070424324,Le JeÃ?Â»ne et le Festin,3.67
108487,140238131,In Custody,3.67
108488,140108599,Clear Light of Day,3.67
108489,140053476,Fire on the Mountain (King Penguin S.),3.67
108490,434934364,The Village by the Sea: An Indian Family Story,3.67
108491,061804213X,Diamond Dust: Stories,3.67
108492,140118861,Village by the Sea,3.67
108493,140258183,Journey to Ithaca,3.67
108494,140058605,The Clear Light of Day (King Penguin S.),3.67
108495,1566199697,Metamorphoses and Other Stories,3.99
108500,805210555,The Complete Stories,3.99
108505,99428644,The Trial,3.99
108510,3596258758,Die Verwandlung,3.99
108515,3423026294,Die Verwandlung.,3.99
108520,8426411142,Proceso El,3.99
108525,2290314110,"La MÃ?Â©tamorphose suivi de \Dans la colonie pÃ?Â©nitentiaire\""""",3.99
108530,553210424,Metamorphosis,3.99
108535,805208488,The Trial,3.99
108540,2070362841,Le ChÃ?Â¢teau,3.99
108550,3257700474,Brief an den Vater.,3.99
108555,749399554,The Trial (Vintage Classics),3.99
108565,140184767,The Great Wall of China and Other Stories,3.99
108570,141182520,Metamorphosis (Penguin Modern Classics),3.99
108575,3596209005,Das Schloss,3.99
108580,2253049808,La MÃ?Â©tamorphose,3.99
108585,394704843,The Trial,3.99
108590,2070378403,Le Proces,3.99
108595,1593080298,The Metamorphosis and Other Stories,3.99
108600,805210644,Amerika,3.99
108605,8420633518,La metamorfosis,3.99
108610,140185046,The Castle (Penguin Twentieth Century Classics),3.99
108615,486290301,The Metamorphosis and Other Stories (Dover Thrift Editions),3.99
108620,1566199700,The Metamorphosis and other stories,3.99
108625,067153145X,Basic Kafka,3.99
108630,2253150150,Le ProcÃ?Â¨s,3.99
108635,805210407,The Trial,3.99
108640,847600060X,La Metamorfosis,3.99
108645,3803120012,In der Strafkolonie: Eine Geschichte aus d. Jahre 1914 (Wagenbachs TaschenbÃ¼cherei ; 1),3.99
108650,8470308645,La Metamorfosis,3.99
108655,8420646679,En LA Colonia Penitenciaria,3.99
108660,067153145x,Basic Kafka,3.99
108665,140283366,The Metamorphosis and Other Stories (Penguin Great Books of the 20th Century),3.99
108670,1843910144,Metamorphosis: And Other Stories,3.99
108675,140012354,The castle (Penguin modern classics),3.99
108680,3596200199,Das Urteil,3.99
108685,9505811322,LA Metamorfosis (Colecci?on Literaria Lyc (Leer y Crear)),3.99
108690,3123520803,Die Verwandlung. Mit Materialien. (Lernmaterialien),3.99
108695,805204237,Complete Stories of Franz Kafka,3.99
108700,359621078X,Saemtliche Erzaehlungen,3.99
108705,9879423356,La Metamorfosis,3.99
108710,8471665565,El castillo,3.99
108715,2080705105,La MÃ?Â©tamorphose : Description d'un combat,3.99
108720,140184783,The Transformation and Other Stories: Works Published During Kafka's Lifetime (Twentieth-Century Classics),3.99
108725,486295613,Best Short Stories = Die Schonsten Erzahlungen: A Dual-Language Book,3.99
108730,679417354,The Castle (Everyman's Library),3.99
108735,140389059,The Collected Aphorisms (Syrens S.),3.99
108740,8420638404,La muralla china,3.99
108745,2080704001,Le ProcÃ?Â¨s,3.99
108750,805204180,Penal Colony,3.99
108755,9500362406,LA Metamorfosis (Intemporales),3.99
108760,3596124441,Das Schloss,3.99
108765,9501116190,La Metamorfosis,3.99
108770,8484034259,Meditaciones,3.99
108775,8476003153,El Castillo,3.99
108780,8476003161,El Proceso,3.99
108785,055321196X,Metamorphosis,3.99
108795,1561631256,Give It Up: And Other Short Stories,3.99
108800,394719913,The castle,3.99
108805,805209999,Trial: A New Translation Based on the Restored Text,3.99
108810,553211838,Metamorphosis,3.99
108815,2070422062,Lettre au pÃ?Â¨re,3.99
108820,3895080810,Erzahlungen (Konemann Classics),3.99
108825,393967972,The Metamorphosis: Translation Backgrounds and Contexts Criticism (Norton Critical Editions),3.99
108830,208072083X,La MÃ?Â©tamorphose,3.99
108840,805208720,The castle (Schocken classics),3.99
108850,8420633925,El Castillo,3.99
108855,1583487921,El Proceso,3.99
108860,033024468X,The Trial,3.99
108865,393095339,Die Verwandlung,3.99
108870,805204229,Parables and Paradoxes,3.99
108875,679409947,The Trial (Everyman's Library),3.99
108880,842642306X,Carta Al Padre,3.99
108885,359621629X,Brief an Den Vater,3.99
108890,805208739,Complete Stories (Schocken Classics),3.99
108895,207041437X,La MÃ?Â©tamorphose,3.99
108900,805210393,The Castle,3.99
108910,2070381056,La MÃ?Â©tamorphose et autres rÃ?Â©cits,3.99
108915,440211158,Skin,3.82
108916,044021498X,Strange Angels,3.82
108917,1568581505,Extremities,3.82
108918,044021114X,Bad Brains,3.82
108919,374372780,Straydog,3.82
108920,805043918,Kink: A Novel,3.82
108921,385308922,Strange Angels,3.82
108922,375760911,The Idiot Girls' Action Adventure Club,3.76
108925,595159540,The Idiot Girls' Action Adventure Club,3.76
108928,449244679,Answer As a Man,4.12
108929,884111431,Answer As a Man,4.12
108930,553249169,The Sound of Thunder,4.12
108931,449241491,Bright Flows the River,4.12
108932,449240967,Great Lion of God (Fawcett Crest Book),4.12
108933,449230694,CAPTAINS AND THE KING,4.12
108934,449205622,Captains and Kings,4.12
108935,688003346,The Romance of Atlantis,4.12
108936,553142461,Dear and Glorious Physician,4.12
108937,385000421,Great Lion of God.,4.12
108938,385141718,Bright Flows the River,4.12
108939,449231577,Late Clara Beame,4.12
108940,553227882,Dear and Glorious Physician,4.12
108941,553244833,The Listener,4.12
108942,449232123,TESTIMONY OF TWO MEN,4.12
108943,449233383,CEREMONY OF INNOCENT,4.12
108944,449200507,Answer As a Man,4.12
108945,449206262,Ceremony of the Innocent,4.12
108946,884111717,Testimony of Two Men,4.12
108947,446310824,Tender Victory,4.12
108948,449236161,The Arm &amp; the Darkness,4.12
108949,038507042X,Ceremony of the Innocent,4.12
108950,449215733,No One Hears but Him,4.12
108951,399125663,Answer As a Man,4.12
108952,451120388,I Judas,4.12
108953,64403645,The Half-a-Moon Inn,3.97
108955,440228352,Whirligig (Laurel Leaf Books),3.97
108957,64460932,Joyful Noise (rpkg) : Poems for Two Voices,3.97
108959,64401863,Graven Images (Newbery Honor Roll),3.97
108961,60237627,The Borning Room,3.97
108963,60219076,Graven Images: Three Stories,3.97
108965,60274719,Seedfolks,3.97
108967,006021905X,The Path of the Pale Horse (Charlotte Zolotow Book),3.97
108969,590474081,Bull Run,3.97
108971,805055827,Whirligig,3.97
108973,64404420,Path of the Pale Horse,3.97
108975,64470997,The Borning Room,3.97
108977,60218665,Rear-View Mirrors,3.97
108979,763621897,A Fate Totally Worse Than Death,3.97
108981,874778603,Cultivating Inner Peace,3.97
108983,812649001,Seek,3.97
108985,64405885,Bull Run,3.97
108987,64472078,Seedfolks,3.97
108989,440229014,Mind's Eye (Laurel-Leaf Books),3.97
108991,60218533,Joyful Noise : Poems for Two Voices (Charlotte Zolotow Book),3.97
108993,440840783,Joyful Noise: Poems for Two Voices,3.97
108995,743243315,Brick Lane : A Novel,3.4
108997,743243307,Brick Lane: A Novel,3.4
108999,452283280,Sister Noon,3.08
109003,399151613,The Jane Austen Book Club,3.08
109007,805047379,The Sweetheart Season: A Novel,3.08
109011,821740881,Sarah Canary,3.08
109015,399147500,Sister Noon: A Novel,3.08
109019,805017534,Sarah Canary,3.08
109023,312093004,A Safe Place to Die,3.33
109024,373262019,Backfire,3.33
109025,373261799,Safe Place To Die,3.33
109026,765302756,Voices,3.33
109027,373262914,Cross Check (Worldwide Library Mysteries),3.33
109028,031284882X,The Night Bus,3.33
109029,802757995,Infected Be the Air,3.33
109030,231121008,The Vital Illusion,3.98
109031,2070323498,La sociÃ?Â©tÃ?Â© de consommation,3.98
109032,804725012,The Illusion of the End,3.98
109033,1859844111,The Spirit of Terrorism: And Requiem for the Twin Towers,3.98
109034,086091500X,Cool Memories,3.98
109035,2246286018,Les stratÃ©gies fatales (Figures),3.98
109036,64401774,More Scary Stories To Tell In The Dark,4.07
109038,590431978,Scary Stories to Tell In the Dark,4.07
109040,397319266,Scary Stories to Tell in the Dark: Collected from American Folklore,4.07
109042,60217979,Ghosts! Ghostly Tales from Folklore,4.07
109044,553150170,Witcracks: Jokes and Jests from American Folklore,4.07
109046,64401707,Scary Stories to Tell in the Dark : Collected from American Folklore (Scary Stories),4.07
109048,397319274,Scary Stories to Tell in the Dark: Collected from American Folklore,4.07
109050,64441032,There Is a Carrot in My Ear and Other Noodle Tales,4.07
109052,64404188,Scary Stories 3 : More Tales to Chill Your Bones (Scary Stories),4.07
109054,60263415,Scary Stories Treasury: Omnibus,4.07
109056,60217952,Scary Stories 3 : More Tales to Chill Your Bones (Scary Stories),4.07
109058,397315759,Whoppers: Tall Tales and Other Lies,4.07
109060,60227575,And the Green Grass Grew All Around: Folk Poetry from Everyone,4.07
109062,374422737,Fat Man in a Fur Coat and Other Bear Stories,4.07
109066,380732238,Smack,3.88
109068,439312280,Billy Elliot: A Novel,3.88
109070,765340143,Bloodtide,3.88
109072,698117654,The Earth Giant,3.88
109074,080505801X,Smack,3.88
109076,765300486,Bloodtide,3.88
109080,2070548171,Billy Elliot,3.88
109082,60521872,Smack,3.88
109084,60540338,Lady : My Life as a Bitch,3.88
109086,688117449,The cry of the wolf,3.88
109088,805075658,Doing It,3.88
109090,805071482,Lady: My Life as a Bitch,3.88
109092,1903434335,Billy Elliot,3.88
109094,2070542777,RougeSang,3.88
109096,1571740562,Conversations With God : An Uncommon Dialogue (Book 2),4.2
109097,399142789,Conversations with God : An Uncommon Dialogue (Book 1),4.2
109098,439313899,Conversations with God for Teens,4.2
109099,743456947,The New Revelations: A Conversation with God,4.2
109100,399145419,Friendship with God: An Uncommon Dialogue,4.2
109101,375410414,Friendship With God: An Uncommon Dialogue (Random House Large Print),4.2
109102,1571740252,Conversations With God: An Uncommon Dialogue/Book 1,4.2
109103,399146709,Communion With God,4.2
109104,096787551X,Recreating Your Self,4.2
109105,3442336317,Ganzheitlich leben. Wegweisungen fÃ?Â¼r den Alltag.,4.2
109106,8439704879,Conversaciones Con Dios 1,4.2
109107,1571741038,Conversations With God : An Uncommon Dialogue (Book #3),4.2
109108,425189856,Communion With God,4.2
109109,1571741402,Questions and Answers on Conversations With God,4.2
109110,2290302708,Conversations avec Dieu,4.2
109111,425161692,Meditations from Conversations With God: An Uncommon Dialogue (Meditations from Conversations with God),4.2
109112,9700513874,Comunion Con Dios,4.2
109113,074346303X,The New Revelations : A Conversation with God,4.2
109114,1571740481,Conversations With God : An Uncommon Dialogue : Guidebook,4.2
109115,425189848,Friendship With God: An Uncommon Dialogue,4.2
109116,743456955,Tomorrow's God : Our Greatest Spiritual Challenge,4.2
109117,1571742638,Conversations With God for Teens (Conversations with God),4.2
109118,1571741631,Neale Donald Walsch on Relationships,4.2
109119,1571741658,Neale Donald Walsch on Holistic Living,4.2
109120,3442164435,Erschaffe dich neu.,4.2
109121,3442164516,Bring Licht in die Welt.,4.2
109122,067003178X,The Kitchen Boy,3.91
109123,142003816,The Kitchen Boy,3.91
109124,312032978,Brighten the Corner Where You Are,4.07
109125,312906765,Dagon,4.07
109126,807114103,I Am One of You Forever: A Novel,4.07
109127,312050577,Brighten the Corner Where You Are,4.07
109128,807127914,Dagon (Voices of the South),4.07
109129,312050925,The Fred Chappell Reader,4.07
109130,312082657,More Shapes Than One,4.07
109131,312243103,Look Back All the Green Valley,4.07
109132,140350748,The Jungle Book (Puffin Classics),4.09
109136,140183515,Just So Stories (Penguin Twentieth-Century Classics),4.09
109140,451523407,Jungle Books,4.09
109144,742628191,The Phantom 'Rickshaw and Other Tales (Collected Works of Rudyard Kipling),4.09
109148,185326119X,The Jungle Book (Wordsworth Collection),4.09
109152,883632012,The Jungle Books,4.09
109156,812504380,Captains Courageous,4.09
109160,812504690,Jungle Book,4.09
109164,140183523,Kim (Penguin Classics),4.09
109168,1853260991,Kim,4.09
109172,486264718,Gunga Din and Other Favorite Poems (Dover Thrift Editions),4.09
109176,152004564,Gunga Din,4.09
109180,486280306,"Mowgli Stories from \the Jungle Book\"" (Dover Children's Thrift Classics)""",4.09
109184,679435921,Collected Stories (Everyman's Library (Cloth)),4.09
109188,1577658124,The Jungle Book (Great Illustrated Classics),4.09
109192,140620494,Kim (Penguin Popular Classics),4.09
109196,141183624,Just So Stories (Penguin Modern Classics),4.09
109200,140865543,The Jungle Book (Puffin Classics),4.09
109204,192835130,Kim (Oxford World's Classics),4.09
109208,192816519,Kim (The World's Classics),4.09
